﻿カードID,名前,読み方,レベル,属性,種族,カードタイプ,攻撃力,守備力,カードテキスト
15083,宣告者の神巫,デクレアラー・ディヴァイナー,2,光,天使族,チューナー／効果,500,300,
8834,宣告者の預言,デクレアラー・プロフェシー,,,魔法,,,,
14228,デコード・エンド,デコード・エンド,,,魔法,,,,
7247,デコイドラゴン,デコイドラゴン,2,炎,ドラゴン族,効果,300,200,
13560,デグレネード・バスター,デグレネード・バスター,7,炎,サイバース族,特殊召喚／効果,2500,2500,
6742,デコイロイド,デコイロイド,2,風,機械族,効果,300,500,
13036,デコード・トーカー,デコード・トーカー,3,闇,サイバース族,リンク／効果,2300,-,
14437,デコード・トーカー・エクステンド,デコード・トーカー・エクステンド,3,闇,サイバース族,リンク／効果,2300,-,
14962,デコード・トーカー・ヒートソウル,デコード・トーカー・ヒートソウル,3,炎,サイバース族,リンク／効果,2300,-,
8029,砂漠の守護者,デザート・ガードナー,4,地,昆虫族,効果,800,1000,
7211,デザート・ツイスター,デザート・ツイスター,6,風,悪魔族,特殊召喚／効果,2300,2000,
4935,デザートストーム,デザートストーム,,,魔法,,,,
14893,砂漠の飛蝗賊,デザート・ローカスト,6,地,昆虫族,シンクロ／チューナー／効果,1500,2400,
12327,電子光虫－コアベージ,デジタル・バグ－コアベージ,5,光,昆虫族,エクシーズ／効果,2200,1800,
12305,電子光虫－コクーンデンサ,デジタル・バグ－コクーンデンサ,3,光,昆虫族,効果,0,2000,
12326,電子光虫－スカラジエータ,デジタル・バグ－スカラジエータ,3,光,昆虫族,エクシーズ／効果,1800,1400,
12307,電子光虫－ウェブソルダー,デジタル・バグ－ウェブソルダー,3,光,昆虫族,効果,500,1500,
12306,電子光虫－センチビット,デジタル・バグ－センチビット,3,光,昆虫族,効果,1500,500,
12328,電子光虫－ライノセバス,デジタル・バグ－ライノセバス,7,光,昆虫族,エクシーズ／効果,2600,2200,
15714,電子光虫－レジストライダー,デジタル・バグ－レジストライダー,3,光,昆虫族,効果,1000,1000,
12943,電子光虫－LEDバグ,デジタル・バグ－レディバグ,3,光,昆虫族,効果,500,0,
13192,デジトロン,デジトロン,2,地,サイバース族,通常,1500,0,
6340,デス・ウォンバット,デス・ウォンバット,3,地,獣族,効果,1600,300,
11882,デス・ウイルス・ドラゴン,デス・ウイルス・ドラゴン,4,闇,ドラゴン族,融合／効果,1900,1500,
5408,デス・ヴォルストガルフ,デス・ヴォルストガルフ,6,地,ドラゴン族,効果,2200,1700,
7848,デスカイザー・ドラゴン,デスカイザー・ドラゴン,6,炎,アンデット族,シンクロ／効果,2400,1500,
9754,デス・ウサギ,デス・ウサギ,3,地,獣族,リバース／効果,1000,1900,
8017,デスカイザー・ドラゴン／バスター,デスカイザー・ドラゴンスラッシュバスター,8,炎,アンデット族,特殊召喚／効果,2900,2000,
6069,デスカウンター,デスカウンター,,,罠,,,,
5311,死の演算盤,デス・カリキュレーター,,,罠,,,,
6424,デスガエル,デスガエル,5,水,水族,効果,1900,0,
5815,デス・カンガルー,デス・カンガルー,4,闇,獣族,効果,1500,1700,
5359,デスグレムリン,デスグレムリン,4,闇,爬虫類族,リバース／効果,1600,1800,
6984,デスサイクロン,デスサイクロン,7,風,爬虫類族,効果,2000,1500,
17048,デス・クラーケン,デス・クラーケン,4,水,水族,効果,1400,1600,
6435,死の合唱,デスコーラス,,,魔法,,,,
5661,デス・コアラ,デス・コアラ,3,闇,獣族,リバース／効果,1100,1800,
6465,デスサイズ・キラー,デスサイズ・キラー,8,風,昆虫族,効果,2300,1600,
13207,堕ち武者,デス・サムライ,4,闇,アンデット族,効果,1700,0,
4232,デス・ストーカー,デス・ストーカー,3,闇,戦士族,通常,900,800,
4884,デス・ソーサラー,デス・ソーサラー,4,闇,魔法使い族,通常,1450,1200,
17789,魔界造車－GT１９,デスチューン－ジーティイチキュー,3,炎,機械族,リバース／チューナー／効果,500,1500,
6677,デステニー・デストロイ,デステニー・デストロイ,,,罠,,,,
6659,D-HERO ダイハードガイ,デステニーヒーロー　ダイハードガイ,3,闇,戦士族,効果,800,800,
6679,デステニー・シグナル,デステニー・シグナル,,,罠,,,,
6950,デステニー・ドロー,デステニー・ドロー,,,魔法,,,,
12703,D-HERO ダイナマイトガイ,デステニーヒーロー　ダイナマイトガイ,5,闇,戦士族,効果,1000,1000,
6660,D-HERO ダイヤモンドガイ,デステニーヒーロー　ダイヤモンドガイ,4,闇,戦士族,効果,1400,1600,
6752,D-HERO ダガーガイ,デステニーヒーロー　ダガーガイ,3,闇,戦士族,効果,300,600,
6753,D-HERO ダッシュガイ,デステニーヒーロー　ダッシュガイ,6,闇,戦士族,効果,2100,1000,
6754,D-HERO ダブルガイ,デステニーヒーロー　ダブルガイ,6,闇,戦士族,効果,1000,1000,
13154,D-HERO ダスクユートピアガイ,デステニーヒーロー　ダスクユートピアガイ,10,闇,戦士族,融合／効果,3000,3000,
7416,D-HERO ダンクガイ,デステニーヒーロー　ダンクガイ,4,闇,戦士族,効果,1200,1700,
12706,D-HERO ダークエンジェル,デステニーヒーロー　ダークエンジェル,1,闇,戦士族,効果,0,0,
12704,D-HERO ディシジョンガイ,デステニーヒーロー　ディシジョンガイ,4,闇,戦士族,効果,1600,1000,
7095,D-HERO ディスクガイ,デステニーヒーロー　ディスクガイ,1,闇,戦士族,効果,300,300,
6949,D-HERO ディアボリックガイ,デステニーヒーロー　ディアボリックガイ,6,闇,戦士族,効果,800,800,
12705,D-HERO ディストピアガイ,デステニーヒーロー　ディストピアガイ,8,闇,戦士族,融合／効果,2800,2400,
16504,D-HERO ディナイアルガイ,デステニーヒーロー　ディナイアルガイ,3,闇,戦士族,効果,1100,600,
7417,D-HERO ディパーテッドガイ,デステニーヒーロー　ディパーテッドガイ,2,闇,戦士族,効果,1000,0,
6755,D-HERO ディフェンドガイ,デステニーヒーロー　ディフェンドガイ,4,闇,戦士族,効果,100,2700,
12707,D-HERO ディバインガイ,デステニーヒーロー　ディバインガイ,4,闇,戦士族,効果,1600,1400,
12694,D-HERO デッドリーガイ,デステニーヒーロー　デッドリーガイ,6,闇,戦士族,融合／効果,2000,2600,
6756,D-HERO ドゥームガイ,デステニーヒーロー　ドゥームガイ,4,闇,戦士族,効果,1000,1000,
6757,D-HERO ドグマガイ,デステニーヒーロー　ドグマガイ,8,闇,戦士族,特殊召喚／効果,3400,2400,
6658,D-HERO デビルガイ,デステニーヒーロー　デビルガイ,3,闇,戦士族,効果,600,800,
16524,D-HERO デストロイフェニックスガイ,デステニーヒーロー　デストロイフェニックスガイ,8,闇,戦士族,融合／効果,2500,2100,
14281,D-HERO ドミネイトガイ,デステニーヒーロー ドミネイトガイ,10,闇,戦士族,融合／効果,2900,2600,
12702,D-HERO ドリルガイ,デステニーヒーロー　ドリルガイ,4,闇,戦士族,効果,1600,1200,
13153,D-HERO ドリームガイ,デステニーヒーロー　ドリームガイ,1,闇,戦士族,効果,0,600,
7577,D-HERO ドレッドサーヴァント,デステニーヒーロー　ドレッドサーヴァント,3,闇,戦士族,効果,400,700,
6661,D-HERO ドレッドガイ,デステニーヒーロー　ドレッドガイ,8,闇,戦士族,効果,?,?,
14259,D-HERO ドローガイ,デステニーヒーロー ドローガイ,4,闇,戦士族,効果,1600,800,
5589,デス・デンドル,デス・デンドル,4,地,植物族,ユニオン／効果,300,2000,
5338,デス・デーモン・ドラゴン,デス・デーモン・ドラゴン,5,風,ドラゴン族,融合／効果,2000,1200,
6763,デステニー・ミラージュ,デステニー・ミラージュ,,,罠,,,,
7096,D-HERO Bloo-D,デステニーヒーロー　ブルーディー,8,闇,戦士族,特殊召喚／効果,1900,600,
7645,デストラクション・ジャマー,デストラクション・ジャマー,,,罠,,,,
7326,デストラクト・サークル－A,デストラクト・サークル－エー,,,罠,,,,
13360,鬼動武者,デストロイ・サムライ,7,地,機械族,シンクロ／効果,2600,1400,
13641,デストロイ・ドラゴン,デストロイ・ドラゴン,8,炎,ドラゴン族,融合／効果,2000,3000,
8680,デストラクト・ポーション,デストラクト・ポーション,,,罠,,,,
13571,夢幻崩界イヴリース,デストロイメアイヴリース,2,闇,サイバース族,効果,0,0,
11744,デストーイ・カスタム,デストーイ・カスタム,,,罠,,,,
11987,デストーイ・サーベル・タイガー,デストーイ・サーベル・タイガー,8,闇,悪魔族,融合／効果,2400,2000,
12454,デストーイ・サンクチュアリ,デストーイ・サンクチュアリ,,,魔法,,,,
11379,デストーイ・シザー・ウルフ,デストーイ・シザー・ウルフ,6,闇,悪魔族,融合／効果,2000,1500,
11617,デストーイ・シザー・タイガー,デストーイ・シザー・タイガー,6,闇,悪魔族,融合／効果,1900,1200,
11378,デストーイ・シザー・ベアー,デストーイ・シザー・ベアー,6,闇,悪魔族,融合／効果,2200,1800,
11717,デストーイ・チェーン・シープ,デストーイ・チェーン・シープ,5,闇,悪魔族,融合／効果,2000,2000,
12885,デストーイ・デアデビル,デストーイ・デアデビル,8,闇,悪魔族,融合／効果,3000,2200,
15273,デストーイ・クルーエル・ホエール,デストーイ・クルーエル・ホエール,9,水,悪魔族,融合／効果,2600,2400,
12866,魔玩具補綴,デストーイ・パッチワーク,,,魔法,,,,
11731,魔玩具融合,デストーイ・フュージョン,,,魔法,,,,
11716,デストーイ・ホイールソウ・ライオ,デストーイ・ホイールソウ・ライオ,7,闇,悪魔族,融合／効果,2400,2000,
12842,デストーイ・ハーケン・クラーケン,デストーイ・ハーケン・クラーケン,8,水,悪魔族,融合／効果,2200,3000,
11729,デストーイ・ファクトリー,デストーイ・ファクトリー,,,魔法,,,,
15308,魔玩具厄瓶,デストーイ・ポット,,,罠,,,,
13991,デストーイ・マイスター,デストーイ・マイスター,8,闇,悪魔族,ペンデュラム／効果,0,0,
11718,デストーイ・マッド・キマイラ,デストーイ・マッド・キマイラ,8,闇,悪魔族,融合／効果,2800,2000,
12011,デストーイ・マーチ,デストーイ・マーチ,,,罠,,,,
12886,デストーイ・リニッチ,デストーイ・リニッチ,,,魔法,,,,
9579,デス・ドーナツ,デス・ドーナツ,1,闇,悪魔族,リバース／効果,0,0,
4527,デス・バード,デス・バード,6,風,鳥獣族,融合,1900,1700,
4970,デスハムスター,デスハムスター,3,地,獣族,リバース／効果,900,600,
15292,デストーイ・リペアー,デストーイ・リペアー,,,魔法,,,,
16497,デスピアの凶劇,デスピアのアドリビトゥム,8,闇,天使族,効果,1500,2000,
16195,デスピアの導化アルベル,デスピアのどうけアルベル,4,闇,天使族,効果,1800,0,
16196,デスピアの大導劇神,デスピアのドラマトゥルギア,8,闇,天使族,効果,3000,1500,
16224,デスピアン・プロスケニオン,デスピアン・プロスケニオン,11,光,悪魔族,融合／効果,3200,3200,
16223,デスピアン・クエリティス,デスピアン・クエリティス,8,光,悪魔族,融合／効果,2500,2500,
18505,赫聖の妖騎士,デスピアン・ルルワリリス,12,光,魔法使い族,シンクロ／効果,2500,2500,
4246,デス・フット,デス・フット,3,闇,悪魔族,通常,700,800,
5216,デス・メテオ,デス・メテオ,,,魔法,,,,
7019,デス・モスキート,デス・モスキート,3,闇,昆虫族,効果,500,500,
13403,デスマニア・デビル,デスマニア・デビル,4,地,獣族,効果,1700,1400,
13473,デスペラード・リボルバー・ドラゴン,デスペラード・リボルバー・ドラゴン,8,闇,機械族,効果,2800,2200,
5427,デス・ラクーダ,デス・ラクーダ,3,地,アンデット族,効果,500,600,
11289,出たら目,でたらめ,,,罠,,,,
5775,デスルークデーモン,デスルークデーモン,3,光,悪魔族,効果,1100,1800,
7702,デッド・ガードナー,デッド・ガードナー,4,闇,戦士族,効果,0,1900,
7633,デッキロック,デッキロック,,,魔法,,,,
4545,デッド・シャーク,デッド・シャーク,3,闇,アンデット族,通常,1100,700,
14123,デトネイト・デリーター,デトネイト・デリーター,3,闇,サイバース族,リンク／効果,2100,-,
